"",index,raw name,mz_time,Peak.Id,mz,rt,Compound,exact_mass,Add.name
"442",442,250.177865818639 / 536.400024414062,250.1779 / 536.4,250.177865818639 / 536.400024414062,250.1779,536.4,C08607,498.3498,M+2H
"443",443,251.075415357384 / 148.5,251.0754 / 148.5,251.075415357384 / 148.5,251.0754,148.5,C00927,500.154328,M+2H
"444",444,251.126082655472 / 1358.10009765625,251.1261 / 1358.1,251.126082655472 / 1358.10009765625,251.1261,1358.1,C21251,483.2064,M+H+NH4
"445",445,251.126112724983 / 1178.39990234375,251.1261 / 1178.4,251.126112724983 / 1178.39990234375,251.1261,1178.4,C21251,483.2064,M+H+NH4
"446",446,251.125883971987 / 1171.80004882812,251.1259 / 1171.8,251.125883971987 / 1171.80004882812,251.1259,1171.8,C21251,483.2064,M+H+NH4
"447",447,252.084327381845 / 601.039306640625,252.0843 / 601,252.084327381845 / 601.039306640625,252.0843,601,C12082,502.153385,M+2H
"448",448,252.139706497022 / 764.999938964844,252.1397 / 765,252.139706497022 / 764.999938964844,252.1397,765,C17888,502.241412,M+2H
"449",449,253.095821262079 / 766.799987792969,253.0958 / 766.8,253.095821262079 / 766.799987792969,253.0958,766.8,C00492,504.169035,M+2H
"450",450,253.095878774699 / 890.700012207031,253.0959 / 890.7,253.095878774699 / 890.700012207031,253.0959,890.7,C00492,504.169035,M+2H
"451",451,253.089045442668 / 201.582489013672,253.089 / 201.6,253.089045442668 / 201.582489013672,253.089,201.6,C00492,504.169035,M+2H
"452",452,253.095005864756 / 728.392913818359,253.095 / 728.4,253.095005864756 / 728.392913818359,253.095,728.4,C00492,504.169035,M+2H
"453",453,253.116050026404 / 219.900009155273,253.1161 / 219.9,253.116050026404 / 219.900009155273,253.1161,219.9,C06902,504.203196,M+2H
"454",454,253.146517153927 / 842.700012207031,253.1465 / 842.7,253.146517153927 / 842.700012207031,253.1465,842.7,C03634,504.272318,M+2H
"455",455,254.086678064064 / 766.799987792969,254.0867 / 766.8,254.086678064064 / 766.799987792969,254.0867,766.8,C09829,506.194068,M+2H
"456",456,254.159088821519 / 93,254.1591 / 93,254.159088821519 / 93,254.1591,93,C10009,506.289306,M+2H
"457",457,255.095108922242 / 184.800003051758,255.0951 / 184.8,255.095108922242 / 184.800003051758,255.0951,184.8,C04070,508.194462,M+2H
"458",458,255.099440471042 / 1035.29992675781,255.0994 / 1035.3,255.099440471042 / 1035.29992675781,255.0994,1035.3,C04070,508.194462,M+2H
"459",459,255.09960221361 / 1044,255.0996 / 1044,255.09960221361 / 1044,255.0996,1044,C04070,508.194462,M+2H
"460",460,255.109616510534 / 879.279571533203,255.1096 / 879.3,255.109616510534 / 879.279571533203,255.1096,879.3,C04070,508.194462,M+2H
"461",461,255.115786698965 / 196.800003051758,255.1158 / 196.8,255.115786698965 / 196.800003051758,255.1158,196.8,C04070,508.194462,M+2H
"462",462,255.131945620414 / 231,255.1319 / 231,255.131945620414 / 231,255.1319,231,C04931,508.246789,M+2H
"463",463,255.156883080569 / 1231.79992675781,255.1569 / 1231.8,255.156883080569 / 1231.79992675781,255.1569,1231.8,C03524,491.2955,M+H+NH4
"464",464,255.143375079602 / 60.9202690124512,255.1434 / 60.9,255.143375079602 / 60.9202690124512,255.1434,60.9,C04931,508.246789,M+2H
"465",465,255.215626842899 / 923.700073242188,255.2156 / 923.7,255.215626842899 / 923.700073242188,255.2156,923.7,C09869,467.3876,M+ACN+2H
"466",466,255.209174113046 / 1179.90002441406,255.2092 / 1179.9,255.209174113046 / 1179.90002441406,255.2092,1179.9,C09869,467.3876,M+ACN+2H
"467",467,255.642284452975 / 1922.09997558594,255.6423 / 1922.1,255.642284452975 / 1922.09997558594,255.6423,1922.1,C03010,509.269692,M+2H
"468",468,255.717560227513 / 923.699951171875,255.7176 / 923.7,255.717560227513 / 923.699951171875,255.7176,923.7,C02785,468.3603,M+ACN+2H
"469",469,255.942525629738 / 40.2000007629395,255.9425 / 40.2,255.942525629738 / 40.2000007629395,255.9425,40.2,C11032,254.9257,M+H
"470",470,256.102526670649 / 1035.27600097656,256.1025 / 1035.3,256.102526670649 / 1035.27600097656,256.1025,1035.3,C15623,510.215472,M+2H
"471",471,256.115795544794 / 134.399993896484,256.1158 / 134.4,256.115795544794 / 134.399993896484,256.1158,134.4,C15623,510.215472,M+2H
"472",472,256.127442474274 / 267.279846191406,256.1274 / 267.3,256.127442474274 / 267.279846191406,256.1274,267.3,C18001,510.264941,M+2H
"473",473,256.142628995434 / 1055.09997558594,256.1426 / 1055.1,256.142628995434 / 1055.09997558594,256.1426,1055.1,C18001,510.264941,M+2H
"474",474,256.143986748092 / 1921.80004882812,256.144 / 1921.8,256.143986748092 / 1921.80004882812,256.144,1921.8,C18001,510.264941,M+2H
"475",475,256.13453643815 / 231,256.1345 / 231,256.13453643815 / 231,256.1345,231,C18001,510.264941,M+2H
"476",476,256.261574665954 / 1881.30004882812,256.2616 / 1881.3,256.261574665954 / 1881.30004882812,256.2616,1881.3,C06123,238.2297,M+NH4
"477",477,256.640336601976 / 1921.80004882812,256.6403 / 1921.8,256.640336601976 / 1921.80004882812,256.6403,1921.8,C20045,511.23185,M+2H
"478",478,256.643719029851 / 1055.0751953125,256.6437 / 1055.1,256.643719029851 / 1055.0751953125,256.6437,1055.1,C21268,494.2588,M+H+NH4
"479",479,257.111067340911 / 82.220085144043,257.1111 / 82.2,257.111067340911 / 82.220085144043,257.1111,82.2,C02074,512.215866,M+2H
"480",480,257.147610976621 / 689.700012207031,257.1476 / 689.7,257.147610976621 / 689.700012207031,257.1476,689.7,C09143,512.277404,M+2H
"481",481,257.150554392743 / 1125,257.1506 / 1125,257.150554392743 / 1125,257.1506,1125,C09143,512.277404,M+2H
"482",482,257.158675714705 / 51,257.1587 / 51,257.158675714705 / 51,257.1587,51,C09143,512.277404,M+2H
"483",483,257.147870749782 / 734.700012207031,257.1479 / 734.7,257.147870749782 / 734.700012207031,257.1479,734.7,C09143,512.277404,M+2H
"484",484,257.224079863953 / 1153.19995117188,257.2241 / 1153.2,257.224079863953 / 1153.19995117188,257.2241,1153.2,C16667,512.444075,M+2H
"485",485,257.651011193436 / 1124.99407958984,257.651 / 1125,257.651011193436 / 1124.99407958984,257.651,1125,C11318,513.258734,M+2H
"486",486,258.106748540164 / 68.0999984741211,258.1067 / 68.1,258.106748540164 / 68.0999984741211,258.1067,68.1,C08773,514.220283,M+2H
"487",487,258.150450021735 / 689.699981689453,258.1505 / 689.7,258.150450021735 / 689.699981689453,258.1505,689.7,C08800,514.293054,M+2H
"488",488,259.049119858277 / 92.7000045776367,259.0491 / 92.7,259.049119858277 / 92.7000045776367,259.0491,92.7,C12447,516.091012,M+2H
"489",489,259.163472661871 / 756.600036621094,259.1635 / 756.6,259.163472661871 / 756.600036621094,259.1635,756.6,C06694,516.345089,M+2H
"490",490,260.147516878122 / 88.2000045776367,260.1475 / 88.2,260.147516878122 / 88.2000045776367,260.1475,88.2,C04217,518.256227,M+2H
"491",491,260.1830726747 / 720.599975585938,260.1831 / 720.6,260.1830726747 / 720.599975585938,260.1831,720.6,C04103,518.381869,M+2H
"492",492,260.183329502546 / 650.400024414062,260.1833 / 650.4,260.183329502546 / 650.400024414062,260.1833,650.4,C04103,518.381869,M+2H
"493",493,261.096528758042 / 80.7000045776367,261.0965 / 80.7,261.096528758042 / 80.7000045776367,261.0965,80.7,C08754,520.194462,M+2H
"494",494,261.101619110414 / 621.599975585938,261.1016 / 621.6,261.101619110414 / 621.599975585938,261.1016,621.6,C07813,520.222781,M+2H
"495",495,261.131943637168 / 662.700012207031,261.1319 / 662.7,261.131943637168 / 662.700012207031,261.1319,662.7,C19786,520.260525,M+2H
"496",496,261.142597596847 / 309,261.1426 / 309,261.142597596847 / 309,261.1426,309,C08816,520.303618,M+2H
"497",497,261.142408620065 / 364.800018310547,261.1424 / 364.8,261.142408620065 / 364.800018310547,261.1424,364.8,C08816,520.303618,M+2H
"498",498,262.035949099495 / 76.1999969482422,262.0359 / 76.2,262.035949099495 / 76.1999969482422,262.0359,76.2,C18694,522.083057,M+2H
"499",499,262.108415299133 / 521.700012207031,262.1084 / 521.7,262.108415299133 / 521.700012207031,262.1084,521.7,C08769,522.210112,M+2H
"500",500,262.126165712063 / 66.1386260986328,262.1262 / 66.1,262.126165712063 / 66.1386260986328,262.1262,66.1,C08769,522.210112,M+2H
"501",501,262.117337174578 / 475.463333129883,262.1173 / 475.5,262.117337174578 / 475.463333129883,262.1173,475.5,C08769,522.210112,M+2H
"502",502,262.117581961631 / 597.608947753906,262.1176 / 597.6,262.117581961631 / 597.608947753906,262.1176,597.6,C08769,522.210112,M+2H
"503",503,262.125616693269 / 77.7000045776367,262.1256 / 77.7,262.125616693269 / 77.7000045776367,262.1256,77.7,C08769,522.210112,M+2H
"504",504,262.117082484889 / 375.600036621094,262.1171 / 375.6,262.117082484889 / 375.600036621094,262.1171,375.6,C08769,522.210112,M+2H
"505",505,262.163299775799 / 95.6999969482422,262.1633 / 95.7,262.163299775799 / 95.6999969482422,262.1633,95.7,C17704,481.2748,M+ACN+2H
"506",506,263.04046719072 / 75.9000015258789,263.0405 / 75.9,263.04046719072 / 75.9000015258789,263.0405,75.9,C18481,483.0636,M+ACN+2H
"507",507,263.101890352411 / 545.100036621094,263.1019 / 545.1,263.101890352411 / 545.100036621094,263.1019,545.1,C09132,524.225762,M+2H
"508",508,263.103423335767 / 559.5,263.1034 / 559.5,263.103423335767 / 559.5,263.1034,559.5,C09132,524.225762,M+2H
"509",509,263.102489466177 / 474.899993896484,263.1025 / 474.9,263.102489466177 / 474.899993896484,263.1025,474.9,C09132,524.225762,M+2H
"510",510,263.137761979057 / 603,263.1378 / 603,263.137761979057 / 603,263.1378,603,C09132,524.225762,M+2H
"511",511,263.146457562756 / 646.805419921875,263.1465 / 646.8,263.146457562756 / 646.805419921875,263.1465,646.8,C08679,507.283217,M+H+NH4
"512",512,263.166551787574 / 95.6999969482422,263.1666 / 95.7,263.166551787574 / 95.6999969482422,263.1666,95.7,C08679,507.283217,M+H+NH4
"513",513,264.115386886962 / 649.5,264.1154 / 649.5,264.115386886962 / 649.5,264.1154,649.5,C21215,526.182865,M+2H
"514",514,264.194212268128 / 709.199951171875,264.1942 / 709.2,264.194212268128 / 709.199951171875,264.1942,709.2,C11998,509.335253,M+H+NH4
"515",515,264.229806681895 / 1090.50012207031,264.2298 / 1090.5,264.229806681895 / 1090.50012207031,264.2298,1090.5,C04840,444.3603,M+2ACN+2H
"516",516,265.014306971427 / 39.8999977111816,265.0143 / 39.9,265.014306971427 / 39.8999977111816,265.0143,39.9,C08428,528.017836,M+2H
"517",517,265.095689988317 / 439.200012207031,265.0957 / 439.2,265.095689988317 / 439.200012207031,265.0957,439.2,C09944,528.214803,M+2H
"518",518,265.115949441437 / 509.100006103516,265.1159 / 509.1,265.115949441437 / 509.100006103516,265.1159,509.1,C09944,528.214803,M+2H
"519",519,265.116090077966 / 513.900024414062,265.1161 / 513.9,265.116090077966 / 513.900024414062,265.1161,513.9,C09944,528.214803,M+2H
"520",520,265.142302565198 / 887.399963378906,265.1423 / 887.4,265.142302565198 / 887.399963378906,265.1423,887.4,C09198,528.272318,M+2H
"521",521,265.147262196029 / 859.800079345703,265.1473 / 859.8,265.147262196029 / 859.800079345703,265.1473,859.8,C09198,528.272318,M+2H
"522",522,265.196694933333 / 709.200012207031,265.1967 / 709.2,265.196694933333 / 709.200012207031,265.1967,709.2,C15943,528.375602,M+2H
"523",523,265.259813487086 / 509.100006103516,265.2598 / 509.1,265.259813487086 / 509.100006103516,265.2598,509.1,C00823,242.261,M+Na
"524",524,265.355845178037 / 509.399993896484,265.3558 / 509.4,265.355845178037 / 509.399993896484,265.3558,509.4,C02817,487.6991,M+ACN+2H
"525",525,265.42129323903 / 509.399993896484,265.4213 / 509.4,,,,,,
"526",526,265.607878637698 / 509.100006103516,265.6079 / 509.1,265.607878637698 / 509.100006103516,265.6079,509.1,C12430,529.194796,M+2H
"527",527,266.100371998405 / 630.600036621094,266.1004 / 630.6,266.100371998405 / 630.600036621094,266.1004,630.6,C17749,530.178812,M+2H
"528",528,266.100363301946 / 703.5,266.1004 / 703.5,266.100363301946 / 703.5,266.1004,703.5,C17749,530.178812,M+2H
"529",529,266.119756962341 / 509.100006103516,266.1198 / 509.1,266.119756962341 / 509.100006103516,266.1198,509.1,C08883,530.251583,M+2H
"530",530,266.108190329852 / 504.299987792969,266.1082 / 504.3,266.108190329852 / 504.299987792969,266.1082,504.3,C03470,530.226431,M+2H
"531",531,266.119756093919 / 514.200012207031,266.1198 / 514.2,266.119756093919 / 514.200012207031,266.1198,514.2,C08883,530.251583,M+2H
"532",532,266.136967829542 / 551.400024414062,266.137 / 551.4,266.136967829542 / 551.400024414062,266.137,551.4,C08883,530.251583,M+2H
"533",533,267.057422645064 / 57.0321846008301,267.0574 / 57,267.057422645064 / 57.0321846008301,267.0574,57,C09247,532.138284,M+2H
"534",534,267.103922589851 / 630.599975585938,267.1039 / 630.6,267.103922589851 / 630.599975585938,267.1039,630.6,C04068,532.158076,M+2H
"535",535,267.10736394141 / 504.300018310547,267.1074 / 504.3,267.10736394141 / 504.300018310547,267.1074,504.3,C08767,532.230847,M+2H
"536",536,267.120096976555 / 187.5,267.1201 / 187.5,267.120096976555 / 187.5,267.1201,187.5,C08767,532.230847,M+2H
"537",537,267.120819285454 / 816.599975585938,267.1208 / 816.6,267.120819285454 / 816.599975585938,267.1208,816.6,C08767,532.230847,M+2H
"538",538,267.131609262576 / 756.900024414062,267.1316 / 756.9,267.131609262576 / 756.900024414062,267.1316,756.9,C08185,532.283632,M+2H
"539",539,267.120596268468 / 907.5,267.1206 / 907.5,267.120596268468 / 907.5,267.1206,907.5,C08767,532.230847,M+2H
"540",540,267.121264669646 / 509.099975585938,267.1213 / 509.1,267.121264669646 / 509.099975585938,267.1213,509.1,C08767,532.230847,M+2H
"541",541,267.129338545016 / 614.700012207031,267.1293 / 614.7,267.129338545016 / 614.700012207031,267.1293,614.7,C08854,532.267233,M+2H
"542",542,267.131854091938 / 137.150207519531,267.1319 / 137.2,267.131854091938 / 137.150207519531,267.1319,137.2,C08185,532.283632,M+2H
"543",543,267.139776103946 / 551.400024414062,267.1398 / 551.4,267.139776103946 / 551.400024414062,267.1398,551.4,C08185,532.283632,M+2H
"544",544,267.168519378302 / 214.800003051758,267.1685 / 214.8,267.168519378302 / 214.800003051758,267.1685,214.8,C05468,532.306989,M+2H
"545",545,268.102696562217 / 70.4972763061523,268.1027 / 70.5,268.102696562217 / 70.4972763061523,268.1027,70.5,C08787,534.210112,M+2H
"546",546,268.152347835011 / 540.299987792969,268.1523 / 540.3,268.152347835011 / 540.299987792969,268.1523,540.3,C08799,534.319268,M+2H
"547",547,268.171282144685 / 214.799987792969,268.1713 / 214.8,268.171282144685 / 214.799987792969,268.1713,214.8,C08799,534.319268,M+2H
"548",548,269.122055588568 / 54.2999992370605,269.1221 / 54.3,269.122055588568 / 54.2999992370605,269.1221,54.3,C07773,536.268482,M+2H
"549",549,269.147861175496 / 730.5,269.1479 / 730.5,269.147861175496 / 730.5,269.1479,730.5,C07773,536.268482,M+2H
"550",550,269.136112157918 / 1358.10009765625,269.1361 / 1358.1,269.136112157918 / 1358.10009765625,269.1361,1358.1,C07773,536.268482,M+2H
"551",551,269.136633905175 / 1178.10009765625,269.1366 / 1178.1,269.136633905175 / 1178.10009765625,269.1366,1178.1,C07773,536.268482,M+2H
"552",552,269.136511329914 / 1172.09997558594,269.1365 / 1172.1,269.136511329914 / 1172.09997558594,269.1365,1172.1,C07773,536.268482,M+2H
"553",553,269.154794778322 / 540.299987792969,269.1548 / 540.3,269.154794778322 / 540.299987792969,269.1548,540.3,C07773,536.268482,M+2H
"554",554,270.277891257303 / 1834.80004882812,270.2779 / 1834.8,270.277891257303 / 1834.80004882812,270.2779,1834.8,C17515,269.2719,M+H
"555",555,271.090895094073 / 86.6999969482422,271.0909 / 86.7,271.090895094073 / 86.6999969482422,271.0909,86.7,C09794,540.184291,M+2H
"556",556,271.106017078894 / 766.799987792969,271.106 / 766.8,271.106017078894 / 766.799987792969,271.106,766.8,C09794,540.184291,M+2H
"557",557,271.127260746994 / 219.900009155273,271.1273 / 219.9,271.127260746994 / 219.900009155273,271.1273,219.9,C17998,540.264273,M+2H
"558",558,271.162814166088 / 824.708740234375,271.1628 / 824.7,271.162814166088 / 824.708740234375,271.1628,824.7,C17766,540.308704,M+2H
"559",559,271.163450695186 / 896.099975585938,271.1635 / 896.1,271.163450695186 / 896.099975585938,271.1635,896.1,C17766,540.308704,M+2H
"560",560,271.162350798387 / 750.299987792969,271.1624 / 750.3,271.162350798387 / 750.299987792969,271.1624,750.3,C17766,540.308704,M+2H
"561",561,271.204123470626 / 984.737548828125,271.2041 / 984.7,271.204123470626 / 984.737548828125,271.2041,984.7,C11904,540.407964,M+2H
"562",562,272.093333107777 / 86.7000045776367,272.0933 / 86.7,272.093333107777 / 86.7000045776367,272.0933,86.7,C11646,542.199941,M+2H
"563",563,272.108349607843 / 766.799987792969,272.1083 / 766.8,272.108349607843 / 766.799987792969,272.1083,766.8,C11646,542.199941,M+2H
"564",564,272.183746268328 / 699.900024414062,272.1837 / 699.9,272.183746268328 / 699.900024414062,272.1837,699.9,C10845,542.314458,M+2H
"565",565,272.183674104995 / 778.800048828125,272.1837 / 778.8,272.183674104995 / 778.800048828125,272.1837,778.8,C10845,542.314458,M+2H
"566",566,273.125266222307 / 196.800003051758,273.1253 / 196.8,273.125266222307 / 196.800003051758,273.1253,196.8,C10085,544.246104,M+2H
"567",567,273.187125203954 / 699.900024414062,273.1871 / 699.9,273.187125203954 / 699.900024414062,273.1871,699.9,C15755,527.345818,M+H+NH4
"568",568,273.219737262681 / 1180.49987792969,273.2197 / 1180.5,273.219737262681 / 1180.49987792969,273.2197,1180.5,C21118,544.44916,M+2H
"569",569,274.103116833493 / 73.1999969482422,274.1031 / 73.2,274.103116833493 / 73.1999969482422,274.1031,73.2,C01863,546.152597,M+2H
"570",570,274.117653976481 / 225.300003051758,274.1177 / 225.3,274.117653976481 / 225.300003051758,274.1177,225.3,C12099,546.236601,M+2H
"571",571,274.13007131237 / 196.800003051758,274.1301 / 196.8,274.13007131237 / 196.800003051758,274.1301,196.8,C08860,546.282883,M+2H
"572",572,274.182259831166 / 1151.09997558594,274.1823 / 1151.1,274.182259831166 / 1151.09997558594,274.1823,1151.1,C06630,546.340398,M+2H
"573",573,274.182015972599 / 1171.50012207031,274.182 / 1171.5,274.182015972599 / 1171.50012207031,274.182,1171.5,C06630,546.340398,M+2H
"574",574,274.199832412123 / 822.599975585938,274.1998 / 822.6,274.199832412123 / 822.599975585938,274.1998,822.6,C05803,546.407296,M+2H
"575",575,275.104439360564 / 602.700012207031,275.1044 / 602.7,275.104439360564 / 602.700012207031,275.1044,602.7,C08749,548.225762,M+2H
"576",576,275.12243997991 / 197.099990844727,275.1224 / 197.1,275.12243997991 / 197.099990844727,275.1224,197.1,C09296,548.262148,M+2H
"577",577,275.157812791785 / 454.5,275.1578 / 454.5,275.157812791785 / 454.5,275.1578,454.5,C08859,548.298533,M+2H
"578",578,275.184400207248 / 1150.84002685547,275.1844 / 1150.8,275.184400207248 / 1150.84002685547,275.1844,1150.8,C19898,548.351512,M+2H
"579",579,276.124335005937 / 630.299987792969,276.1243 / 630.3,276.124335005937 / 630.299987792969,276.1243,630.3,C12111,550.267902,M+2H
"580",580,276.124578927018 / 649.200012207031,276.1246 / 649.2,276.124578927018 / 649.200012207031,276.1246,649.2,C12111,550.267902,M+2H
"581",581,276.142365311453 / 83.6999969482422,276.1424 / 83.7,276.142365311453 / 83.6999969482422,276.1424,83.7,C08307,550.301602,M+2H
"582",582,276.142271617701 / 123.527900695801,276.1423 / 123.5,276.142271617701 / 123.527900695801,276.1423,123.5,C08307,550.301602,M+2H
"583",583,276.179304273973 / 280.309936523438,276.1793 / 280.3,276.179304273973 / 280.309936523438,276.1793,280.3,C08654,509.298867,M+ACN+2H
"584",584,276.197239494209 / 1239.89990234375,276.1972 / 1239.9,276.197239494209 / 1239.89990234375,276.1972,1239.9,C08592,550.417466,M+2H
"585",585,277.084225714976 / 73.5,277.0842 / 73.5,277.084225714976 / 73.5,277.0842,73.5,C08087,552.182474,M+2H
"586",586,277.145894443258 / 123.599998474121,277.1459 / 123.6,277.145894443258 / 123.599998474121,277.1459,123.6,C08848,552.293448,M+2H
"587",587,277.146999156406 / 83.6999969482422,277.147 / 83.7,277.146999156406 / 83.6999969482422,277.147,83.7,C08848,552.293448,M+2H
"588",588,278.140027030726 / 682.5,278.14 / 682.5,278.140027030726 / 682.5,278.14,682.5,C08785,554.251583,M+2H
"589",589,279.091912010016 / 1209.30004882812,279.0919 / 1209.3,279.091912010016 / 1209.30004882812,279.0919,1209.3,C11668,556.179206,M+2H
"590",590,279.157261462645 / 1714.5,279.1573 / 1714.5,279.157261462645 / 1714.5,279.1573,1714.5,C08797,556.303618,M+2H
"591",591,279.138776128731 / 618.599975585938,279.1388 / 618.6,279.138776128731 / 618.599975585938,279.1388,618.6,C08797,556.303618,M+2H
"592",592,279.157250753765 / 928.5,279.1573 / 928.5,279.157250753765 / 928.5,279.1573,928.5,C08797,556.303618,M+2H
"593",593,279.140680832646 / 690,279.1407 / 690,279.140680832646 / 690,279.1407,690,C08797,556.303618,M+2H
"594",594,279.157082712667 / 30.8999996185303,279.1571 / 30.9,279.157082712667 / 30.8999996185303,279.1571,30.9,C08797,556.303618,M+2H
"595",595,279.156840632579 / 25.3500003814697,279.1568 / 25.4,279.156840632579 / 25.3500003814697,279.1568,25.4,C08797,556.303618,M+2H
"596",596,279.682553938776 / 514.5,279.6826 / 514.5,279.682553938776 / 514.5,279.6826,514.5,C17766,540.308704,M+H+NH4
"597",597,280.110144086547 / 290.700012207031,280.1101 / 290.7,280.110144086547 / 290.700012207031,280.1101,290.7,C11662,558.194856,M+2H
"598",598,280.160482769624 / 1714.8,280.1605 / 1714.8,280.160482769624 / 1714.8,280.1605,1714.8,C08794,558.319268,M+2H
"599",599,280.187826561479 / 531,280.1878 / 531,280.187826561479 / 531,280.1878,531,C08658,541.303953,M+H+NH4
"600",600,280.261024351297 / 1820.40002441406,280.261 / 1820.4,280.261024351297 / 1820.40002441406,280.261,1820.4,C20276,476.4382,M+2ACN+2H
"601",601,280.991785323333 / 39.5999984741211,280.9918 / 39.6,280.991785323333 / 39.5999984741211,280.9918,39.6,C02740,279.9976,M+H
"602",602,281.097488997793 / 520.200012207031,281.0975 / 520.2,281.097488997793 / 520.200012207031,281.0975,520.2,C01661,543.174061,M+H+NH4
"603",603,281.111416899387 / 167.699996948242,281.1114 / 167.7,281.111416899387 / 167.699996948242,281.1114,167.7,C08870,560.225762,M+2H
"604",604,281.11156346844 / 240.600006103516,281.1116 / 240.6,281.11156346844 / 240.600006103516,281.1116,240.6,C08870,560.225762,M+2H
"605",605,281.11165322269 / 350.846878051758,281.1117 / 350.8,281.11165322269 / 350.846878051758,281.1117,350.8,C08870,560.225762,M+2H
"606",606,281.111523087593 / 418.799987792969,281.1115 / 418.8,281.111523087593 / 418.799987792969,281.1115,418.8,C08870,560.225762,M+2H
"607",607,281.111984399263 / 618.900024414062,281.112 / 618.9,281.111984399263 / 618.900024414062,281.112,618.9,C08870,560.225762,M+2H
"608",608,281.112191271005 / 290.700012207031,281.1122 / 290.7,281.112191271005 / 290.700012207031,281.1122,290.7,C08870,560.225762,M+2H
"609",609,281.148176031957 / 848.699951171875,281.1482 / 848.7,281.148176031957 / 848.699951171875,281.1482,848.7,C11222,560.273381,M+2H
"610",610,282.117454734296 / 60.9000015258789,282.1175 / 60.9,282.117454734296 / 60.9000015258789,282.1175,60.9,C02191,562.258006,M+2H
"611",611,282.114270752573 / 167.686279296875,282.1143 / 167.7,282.114270752573 / 167.686279296875,282.1143,167.7,C08865,562.241412,M+2H
"612",612,282.113960758703 / 240.299987792969,282.114 / 240.3,282.113960758703 / 240.299987792969,282.114,240.3,C08865,562.241412,M+2H
"613",613,282.277006311286 / 1903.02331542969,282.277 / 1903,282.277006311286 / 1903.02331542969,282.277,1903,C21123,545.480795,M+H+NH4
"614",614,283.102440972467 / 110.399993896484,283.1024 / 110.4,283.102440972467 / 110.399993896484,283.1024,110.4,C02879,564.163162,M+2H
"615",615,283.113038413442 / 662.253479003906,283.113 / 662.3,283.113038413442 / 662.253479003906,283.113,662.3,C03281,564.204388,M+2H
"616",616,283.12670424715 / 685.5,283.1267 / 685.5,283.12670424715 / 685.5,283.1267,685.5,C03281,564.204388,M+2H
"617",617,283.121642529556 / 60.6000022888184,283.1216 / 60.6,283.121642529556 / 60.6000022888184,283.1216,60.6,C03281,564.204388,M+2H
"618",618,283.159549144419 / 114.899993896484,283.1595 / 114.9,283.159549144419 / 114.899993896484,283.1595,114.9,C08875,564.293448,M+2H
"619",619,283.280762471243 / 1903.19995117188,283.2808 / 1903.2,283.280762471243 / 1903.19995117188,283.2808,1903.2,C00712,282.2559,M+H
"620",620,284.060380252978 / 272.700012207031,284.0604 / 272.7,284.060380252978 / 272.700012207031,284.0604,272.7,C10048,566.121297,M+2H
"621",621,284.10454795312 / 110.100006103516,284.1045 / 110.1,284.10454795312 / 110.100006103516,284.1045,110.1,C12405,566.215197,M+2H
"622",622,284.18414373548 / 497.099975585938,284.1841 / 497.1,284.18414373548 / 497.099975585938,284.1841,497.1,C10817,525.293782,M+ACN+2H
"623",623,284.183994291572 / 774,284.184 / 774,284.183994291572 / 774,284.184,774,C10817,525.293782,M+ACN+2H
"624",624,284.231108878415 / 210,284.2311 / 210,284.231108878415 / 210,284.2311,210,C08593,566.412381,M+2H
"625",625,285.081805439636 / 93.2999954223633,285.0818 / 93.3,285.081805439636 / 93.2999954223633,285.0818,93.3,C11376,568.16931,M+2H
"626",626,285.131773567256 / 816,285.1318 / 816,285.131773567256 / 816,285.1318,816,C06462,568.281837,M+2H
"627",627,285.132230081675 / 907.500030517578,285.1322 / 907.5,285.132230081675 / 907.500030517578,285.1322,907.5,C06462,568.281837,M+2H
"628",628,285.179524817629 / 980.400024414062,285.1795 / 980.4,285.179524817629 / 980.400024414062,285.1795,980.4,C01079,568.304956,M+2H
"629",629,285.255287849844 / 1241.69995117188,285.2553 / 1241.7,285.255287849844 / 1241.69995117188,285.2553,1241.7,C15886,568.464417,M+2H
"630",630,286.101856352292 / 133.800003051758,286.1019 / 133.8,286.101856352292 / 133.800003051758,286.1019,133.8,C09257,570.194856,M+2H
"631",631,286.126637570047 / 91.1999969482422,286.1266 / 91.2,286.126637570047 / 91.1999969482422,286.1266,91.2,C21427,570.248133,M+2H
"632",632,286.199552919459 / 871.200012207031,286.1996 / 871.2,286.199552919459 / 871.200012207031,286.1996,871.2,C08617,488.3502,M+2ACN+2H
"633",633,287.104354244833 / 133.800003051758,287.1044 / 133.8,287.104354244833 / 133.800003051758,287.1044,133.8,C13765,555.196059,M+H+NH4
"634",634,287.099280888625 / 504.600006103516,287.0993 / 504.6,287.099280888625 / 504.600006103516,287.0993,504.6,C13765,555.196059,M+H+NH4
"635",635,287.099228998894 / 513.149963378906,287.0992 / 513.1,287.099228998894 / 513.149963378906,287.0992,513.1,C13765,555.196059,M+H+NH4
"636",636,287.130049665205 / 91.1999969482422,287.13 / 91.2,287.130049665205 / 91.1999969482422,287.13,91.2,C12475,555.210446,M+H+NH4
"637",637,287.20245056647 / 871.200012207031,287.2025 / 871.2,287.20245056647 / 871.200012207031,287.2025,871.2,C08931,490.3658,M+2ACN+2H
"638",638,287.199056323256 / 1028.85266113281,287.1991 / 1028.9,287.199056323256 / 1028.85266113281,287.1991,1028.9,C08931,490.3658,M+2ACN+2H
